START
otsu_symbol
tsu
re
re
-
u
u
u
ru
-
tsu
re
re
-
u
ri
ri
ri
-
nayashi
ri
i
-
ro
ro
-
tsu
re
re
-
chi
chi
u
-
tsu
tsu
-
ro
ro
ro
ri
-
ro
ro
-
tsu
re
-
tsu
-
ro
ro
ri
-
u
ru
u
ru
-
tsu
re
re
re
ro
-
tsu
ro
ro
-
tsu
re
re
-
ro_meri
ro
ro
END
