START
otsu_symbol
re
-
ro
-
re
re
ro
-
u
ri
ri
i
-
kan_symbol
tsu
ro
ro
-
tsu
re
-
chi_meri
chi_meri
u
-
san_no_u
hi
hi
i
-
ha
ha
a
hi
-
chi_meri
chi_meri
u
-
tsu
re
-
tsu
re
re
chi 
-
tsu_meri
tsu_meri
-
ro
ro
ri
-
u
ru
-
u
ri
ri
i
-
otsu_symbol
tsu
re
re
re
ro
-
tsu_meri
-
ro_meri
ro 
ro
END
