START
otsu_symbol
tsu
-
tsu
re
re
-
tsu
tsu_meri
tsu
-
u
ru
-
u
ri
ri
i
ri
-
ri_meri
ri
ri
chi
-
u
ri
-
nayashi
-
u
ri
ri
i
ri
-
ri_meri
ri
ri
chi
-
u
ri
ri
i
i
-
ri
i
i
i
i
i
-
u
ri
-
nayashi
-
u
ri
-
nayashi
-
kan_symbol
tsu
-
tsu
re
re
-
tsu
tsu_meri
tsu
-
chi_meri
ru
-
san_no_u
hi
hi
i
hi
-
hi_meri
hi
hi
chi
-
san_no_u
hi
-
nayashi
-
san_no_u
hi
hi
ri
hi
-
hi_meri
hi
hi
chi
-
san_no_u
hi
hi
i
i
-
hi
i
i
i
hi
hi
-
san_no_u
hi
-
nayashi
-
san_no_u
hi
-
nayashi
-
otsu_symbol
tsu
-
tsu
re
re
-
tsu
tsu_meri
tsu
-
u
ru
-
tsu
re
ro
-
nayashi
ro
ro
ro
-
nayashi
-
u
ri
ri
i
ri
-
u
ru
tsu
-
tsu
re
-
ri
u
ru
tsu
-
tsu
re
-
nayashi
END
